Date,0
2014-12-29,78.87249946594238
2015-01-05,77.58250045776367
2015-01-12,76.15999984741211
2015-01-19,76.64000129699707
2015-01-26,76.64250183105469
2015-02-02,75.17000007629395
2015-02-09,75.02750015258789
2015-02-16,77.65500068664551
2015-02-23,79.60000038146973
2015-03-02,79.8799991607666
2015-03-09,78.72500228881836
2015-03-16,80.93000030517578
2015-03-23,83.85750007629395
2015-03-30,82.64499855041504
2015-04-06,81.76500129699707
2015-04-13,81.75500106811523
2015-04-20,82.4749984741211
2015-04-27,80.47500038146973
2015-05-04,78.6450023651123
2015-05-11,79.38500022888184
2015-05-18,80.50500106811523
2015-05-25,79.89249992370605
2015-06-01,80.76250076293945
2015-06-08,81.39249992370605
2015-06-15,81.58000183105469
2015-06-22,86.03250122070312
2015-06-29,86.85499954223633
2015-07-06,86.97249984741211
2015-07-13,91.86000061035156
2015-07-20,96.71249771118164
2015-07-27,94.91750144958496
2015-08-03,94.84250068664551
2015-08-10,94.29750061035156
2015-08-17,90.54749870300293
2015-08-24,82.88000106811523
2015-08-31,89.10250091552734
2015-09-07,90.66250228881836
2015-09-14,93.45499992370605
2015-09-21,93.94999885559082
2015-09-28,90.54000091552734
2015-10-05,92.72999954223633
2015-10-12,95.27999877929688
2015-10-19,99.67250061035156
2015-10-26,102.71000099182129
2015-11-02,105.16250038146973
2015-11-09,106.16250038146973
2015-11-16,104.74749946594238
2015-11-23,106.125
2015-11-30,105.8224983215332
2015-12-07,104.3550033569336
2015-12-14,103.88500022888184
2015-12-21,104.90999984741211
2015-12-28,105.48749923706055
2016-01-04,100.01999855041504
2016-01-11,96.47750091552734
2016-01-18,95.47750091552734
2016-01-25,104.5
2016-02-01,109.27749824523926
2016-02-08,101.0875015258789
2016-02-15,103.65250015258789
2016-02-22,106.39999771118164
2016-02-29,108.32250022888184
2016-03-07,107.82500076293945
2016-03-14,110.54749870300293
2016-03-21,112.23250198364258
2016-03-28,114.82999801635742
2016-04-04,112.37249946594238
2016-04-11,109.87749862670898
2016-04-18,110.83749961853027
2016-04-25,113.63750076293945
2016-05-02,118.38249969482422
2016-05-09,119.83250045776367
2016-05-16,118.05499839782715
2016-05-23,118.14749908447266
2016-05-30,118.96249961853027
2016-06-06,117.73250198364258
2016-06-13,114.01499938964844
2016-06-20,113.01499938964844
2016-06-27,112.29250144958496
2016-07-04,115.41250038146973
2016-07-11,117.46750068664551
2016-07-18,119.35249900817871
2016-07-25,122.86000061035156
2016-08-01,124.22749900817871
2016-08-08,125.0999984741211
2016-08-15,124.04249954223633
2016-08-22,124.14249992370605
2016-08-29,125.51749992370605
2016-09-05,128.05499839782715
2016-09-12,127.48999977111816
2016-09-19,128.97500038146973
2016-09-26,127.97750282287598
2016-10-03,128.5500030517578
2016-10-10,128.75249671936035
2016-10-17,129.9300022125244
2016-10-24,131.69499969482422
2016-10-31,126.03249740600586
2016-11-07,120.43249893188477
2016-11-14,117.20749855041504
2016-11-21,119.84000015258789
2016-11-28,117.90500068664551
2016-12-05,117.65999984741211
2016-12-12,119.80000114440918
2016-12-19,118.44499969482422
2016-12-26,116.36499977111816
2017-01-02,119.70750045776367
2017-01-09,126.05000114440918
2017-01-16,127.58499717712402
2017-01-23,129.8949966430664
2017-01-30,131.8925018310547
2017-02-06,132.60250091552734
2017-02-13,133.86999893188477
2017-02-20,134.65749740600586
2017-02-27,136.25
2017-03-06,137.91749954223633
2017-03-13,139.34500122070312
2017-03-20,139.9900016784668
2017-03-27,140.7050018310547
2017-04-03,141.5974998474121
2017-04-10,140.15749740600586
2017-04-17,141.8599967956543
2017-04-24,147.77000045776367
2017-05-01,151.07500457763672
2017-05-08,150.62250137329102
2017-05-15,148.53249740600586
2017-05-22,150.01250076293945
2017-05-29,152.37750244140625
2017-06-05,151.36000061035156
2017-06-12,148.94249725341797
2017-06-19,153.42250442504883
2017-06-26,153.1624984741211
2017-07-03,150.7775001525879
2017-07-10,155.87250137329102
2017-07-17,162.2974967956543
2017-07-24,169.11000061035156
2017-07-31,170.3125
2017-08-07,169.48250198364258
2017-08-14,168.8025016784668
2017-08-21,167.2925033569336
2017-08-28,169.2125015258789
2017-09-04,171.31500244140625
2017-09-11,172.0749969482422
2017-09-18,171.20000076293945
2017-09-25,168.33250045776367
2017-10-02,171.06999588012695
2017-10-09,173.03000259399414
2017-10-16,174.71000289916992
2017-10-23,175.04500198364258
2017-10-30,179.4474983215332
2017-11-06,178.7150001525879
2017-11-13,178.21999740600586
2017-11-20,180.7249984741211
2017-11-27,178.5625
2017-12-04,176.6449966430664
2017-12-11,179.1425018310547
2017-12-18,178.93499755859375
2017-12-25,176.6750030517578
