Date,Open,High,Low,Close
2005-01-01,98.79879760742188,102.75275421142578,88.23323059082031,97.90790557861328
2005-02-01,97.28728485107422,108.50850677490234,90.59059143066406,94.0890884399414
2005-03-01,94.73973846435547,95.02001953125,86.37136840820312,90.34534454345703
2005-04-01,90.9709701538086,112.48248291015625,90.010009765625,110.110107421875
2005-05-01,111.13613891601562,139.33934020996094,110.21521759033203,138.77377319335938
2005-06-01,141.7417449951172,154.77978515625,133.84884643554688,147.22222900390625
2005-07-01,147.66766357421875,159.05905151367188,143.63864135742188,144.02401733398438
2005-08-01,144.20420837402344,150.010009765625,136.8118133544922,143.1431427001953
2005-09-01,143.0980987548828,160.63563537597656,142.64263916015625,158.3883819580078
2005-10-01,156.9719696044922,187.56256103515625,145.48548889160156,186.25625610351562
2005-11-01,186.11611938476562,215.83583068847656,184.689697265625,202.65765380859375
2005-12-01,204.8048095703125,223.3283233642578,199.7047119140625,207.63763427734375
2006-01-01,211.47146606445312,237.79278564453125,197.56756591796875,216.5465545654297
2006-02-01,194.709716796875,203.4534454345703,169.08409118652344,181.49148559570312
2006-03-01,184.46446228027344,199.69970703125,165.94094848632812,195.1951904296875
2006-04-01,194.9599609375,225.58558654785156,194.15916442871094,209.17918395996094
2006-05-01,209.44444274902344,209.929931640625,180.46546936035156,186.09609985351562
2006-06-01,186.9569549560547,209.8748779296875,185.98599243164062,209.8748779296875
2006-07-01,210.230224609375,214.15916442871094,189.03402709960938,193.49349975585938
2006-08-01,192.74774169921875,195.1951904296875,181.8618621826172,189.45445251464844
2006-09-01,190.68568420410156,209.55455017089844,188.54855346679688,201.15115356445312
2006-10-01,201.15115356445312,246.22622680664062,199.29429626464844,238.4334259033203
2006-11-01,239.61961364746094,256.7567443847656,232.76275634765625,242.64764404296875
2006-12-01,243.2332305908203,246.44644165039062,226.39639282226562,230.47047424316406
2007-01-01,233.2332305908203,256.7567443847656,230.78578186035156,251.00100708007812
2007-02-01,253.2532501220703,253.2582550048828,221.7417449951172,224.949951171875
2007-03-01,221.5565643310547,233.2332305908203,218.71871948242188,229.30931091308594
2007-04-01,229.10911560058594,246.49649047851562,226.28628540039062,235.92591857910156
2007-05-01,236.33132934570312,254.64463806152344,228.93392944335938,249.20420837402344
2007-06-01,250.75074768066406,267.76275634765625,249.04403686523438,261.6116027832031
2007-07-01,263.00799560546875,279.569580078125,249.689697265625,255.2552490234375
2007-08-01,255.50550842285156,263.6736755371094,240.47047424316406,257.88287353515625
2007-09-01,257.76776123046875,286.1811828613281,255.69569396972656,283.9189147949219
2007-10-01,285.270263671875,353.8538513183594,285.090087890625,353.8538513183594
2007-11-01,351.7467346191406,373.9939880371094,308.3183288574219,346.8468322753906
2007-12-01,345.8508605957031,362.76275634765625,326.5765686035156,346.0860900878906
2008-01-01,346.7817687988281,349.0340270996094,259.759765625,282.43243408203125
2008-02-01,264.599609375,270.7908020019531,223.64865112304688,235.82582092285156
2008-03-01,235.99099731445312,236.5966033935547,206.26126098632812,220.45545959472656
2008-04-01,224.09410095214844,292.72271728515625,220.72071838378906,287.43243408203125
2008-05-01,289.4444580078125,301.5265197753906,269.1741638183594,293.1932067871094
2008-06-01,291.5415344238281,294.3143005371094,257.80279541015625,263.4734802246094
2008-07-01,260.050048828125,278.11810302734375,233.0330352783203,237.1121063232422
2008-08-01,236.49148559570312,255.58558654785156,231.18118286132812,231.8768768310547
2008-09-01,238.62362670898438,241.33132934570312,190.54554748535156,200.46046447753906
2008-10-01,205.78077697753906,208.69869995117188,154.8748779296875,179.85986328125
2008-11-01,178.96896362304688,186.36636352539062,123.77377319335938,146.6266326904297
2008-12-01,143.48348999023438,164.9149169921875,131.42141723632812,153.97897338867188
2009-01-01,154.45445251464844,176.34133911132812,141.51651000976562,169.43443298339844
2009-02-01,167.31231689453125,190.69068908691406,164.93994140625,169.16416931152344
2009-03-01,166.8318328857422,179.759765625,144.869873046875,174.20420837402344
2009-04-01,172.0620574951172,202.0770721435547,170.47547912597656,198.1831817626953
2009-05-01,197.71270751953125,208.82382202148438,192.53753662109375,208.82382202148438
2009-06-01,209.57456970214844,223.89389038085938,201.14614868164062,211.00601196289062
2009-07-01,212.31231689453125,226.5765838623047,198.1881866455078,221.7467498779297
2009-08-01,224.59458923339844,237.41241455078125,219.49949645996094,231.06607055664062
2009-09-01,230.070068359375,253.75375366210938,226.52151489257812,248.1731719970703
2009-10-01,246.7467498779297,281.1011047363281,241.54153442382812,268.3283386230469
2009-11-01,268.8088073730469,293.8238220214844,264.3843688964844,291.7917785644531
2009-12-01,294.3593444824219,313.3083190917969,289.8798828125,310.30029296875
2010-01-01,313.7887878417969,315.070068359375,263.06805419921875,265.2352294921875
2010-02-01,267.56756591796875,274.0240173339844,260.26025390625,263.6636657714844
2010-03-01,264.8648681640625,294.4344482421875,264.1341247558594,283.8438415527344
2010-04-01,285.9609680175781,299.2192077636719,260.7757873535156,263.11309814453125
2010-05-01,263.5135192871094,266.7267150878906,230.230224609375,243.0580596923828
2010-06-01,240.45545959472656,254.8798828125,222.58258056640625,222.69769287109375
2010-07-01,222.8678741455078,248.99899291992188,217.0320281982422,242.66766357421875
2010-08-01,244.73974609375,254.55455017089844,224.04904174804688,225.2352294921875
2010-09-01,227.71771240234375,268.6936950683594,226.47647094726562,263.1581726074219
2010-10-01,265.2652587890625,312.68267822265625,259.6846923828125,307.15716552734375
2010-11-01,308.1731872558594,315.7407531738281,276.93194580078125,278.1331481933594
2010-12-01,281.7817687988281,303.8038024902344,281.4814758300781,297.28228759765625
2011-01-01,298.5385437011719,321.8017883300781,298.07305908203125,300.48046875
2011-02-01,302.54754638671875,315.9059143066406,300.9759826660156,307.00701904296875
