Date,Open,High,Low,Close
2007-06-01,16.965512407708257,17.667226423815613,16.006206033885604,17.49846076965332
2007-07-01,17.38299408330491,19.363784551008337,15.384438268417487,15.828561782836914
2007-08-01,15.98844280004669,17.320813033383914,13.270407151315553,14.993605613708496
2007-09-01,15.13572902401518,16.2904493952826,14.123126336731843,15.9440336227417
2007-10-01,15.988442200456847,18.69759422896685,15.819674836188172,18.47553253173828
2007-11-01,18.164648608248754,18.74200871708041,14.389599527323409,17.5517578125
2007-12-01,17.542872911467704,17.764934593891347,12.470984051027802,13.225994110107422
2008-01-01,13.083874583697394,15.100195168715308,10.21483790824859,14.94031047821045
2008-02-01,14.922543225271111,16.867803886994786,11.76038558687813,11.85809326171875
2008-03-01,11.787037453193287,12.968405830938574,7.052680845844259,7.6389241218566895
2008-04-01,7.940925511655649,9.673007338611392,5.773603830924195,7.5589799880981445
2008-05-01,7.674453474701254,8.01198739631872,4.769885722599992,5.462718486785889
2008-06-01,5.55154124649922,6.244373780423876,4.263583846730994,5.063005447387695
2008-07-01,4.858709941292894,7.807689549677865,3.552987296273853,6.697381019592285
2008-08-01,6.937208304604412,9.113413484573103,6.146668674628006,7.221447467803955
2008-09-01,8.278460283485725,8.97129342907825,5.7380746242743985,6.617438793182373
2008-10-01,6.78620693956925,10.57013892714756,4.530059600713122,9.752951622009277
2008-11-01,9.895071505237274,10.658963590967913,5.587073381715082,7.825456142425537
2008-12-01,7.6389217847858975,10.339191657376151,6.928324271557296,10.179306983947754
2009-01-01,10.046071528989007,11.236321511449216,5.986783138273071,6.128902912139893
2009-02-01,6.297669401106962,6.812852432638316,4.316879192031865,4.467881202697754
2009-03-01,4.30799616936597,5.729190725176011,3.117745734169424,5.000828742980957
2009-04-01,4.903121672826705,7.345800474430772,4.761002339093736,5.48048210144043
2009-05-01,5.578190406308287,6.999385282094436,4.796533076383718,5.160714149475098
2009-06-01,5.409421316164706,6.439787119796484,4.716588860363,5.142947196960449
2009-07-01,5.169596386991551,6.173314921623588,4.938652022008684,6.155550003051758
2009-08-01,6.253257455481184,6.919442557331161,5.818016725576092,6.41314172744751
2009-09-01,6.324317680084731,8.775879270690666,5.98678376423914,7.9586920738220215
2009-10-01,7.949808678314039,8.171870377971404,6.146667914283719,6.3420820236206055
2009-11-01,6.342081838714021,7.274740695953369,6.022313305485765,7.274740695953369
2009-12-01,7.381331995364862,10.730022315085446,7.28362429576223,10.10824966430664
2010-01-01,9.966126204546951,12.195624328851698,9.726299237228101,10.86325454711914
2010-02-01,10.98761361404491,11.73374111588501,9.708538501674898,11.476149559020996
2010-03-01,11.48503254696582,13.234878308556393,10.952084074674348,12.959522247314453
2010-04-01,12.995052183480206,13.270408246724243,10.614550232347238,10.730022430419922
2010-05-01,10.925434768920644,12.86181203248031,9.681888859092574,12.062390327453613
2010-06-01,11.822564471000154,12.87957771788252,9.98389314490332,10.436899185180664
2010-07-01,10.632314325485682,11.014259869589953,9.23776628758524,10.552371978759766
2010-08-01,10.730022192230564,11.369560180014002,8.52717034678506,9.291062355041504
2010-09-01,9.619712156099817,10.65896091287276,9.237765785650483,10.339192390441895
2010-10-01,10.436900851035869,12.524281360082337,9.735185848977812,12.337749481201172
2010-11-01,12.346630193238491,12.915108450749926,11.431736225531004,12.151216506958008
2010-12-01,12.399925108387837,12.524279962800945,10.792198060531984,11.191909790039062
2011-01-01,11.27185226751635,11.733741040784215,9.868422298122779,10.365840911865234
2011-02-01,10.436899446071328,10.774433317042856,9.211118813732027,9.983893394470215
2011-03-01,10.001657979228026,10.339191824649893,8.624875433904066,8.704817771911621
2011-04-01,8.784761432051374,9.504240888207004,7.914279100301055,9.220002174377441
2011-05-01,9.468711522357085,10.303664056621326,8.802526368190142,8.95352840423584
2011-06-01,8.953528109095984,9.042353132229549,8.083046609619137,8.145223617553711
2011-07-01,8.207399985581983,8.358402004876949,6.46643669881686,7.008266925811768
2011-08-01,7.283622969656933,7.319152804744114,5.693661367083902,6.688498020172119
2011-09-01,6.706262958192202,7.612274179230736,6.271021841721723,6.661850452423096
2011-10-01,6.564143598886751,7.976455693930756,5.897958512538935,7.5678629875183105
2011-11-01,7.283624150074409,7.550098379963349,6.288787759307496,7.212564468383789
2011-12-01,7.141504390268906,8.1096935584323,7.043797121593468,7.185916900634766
2012-01-01,7.310270165706874,9.664124503447137,6.954971813303634,9.371003150939941
2012-02-01,9.486473765391247,10.28589535023071,8.349517530693317,8.713699340820312
2012-03-01,8.704818531956992,9.13117657575988,8.056397948134098,8.811408042907715
2012-04-01,8.775877362375446,9.877303050093914,8.687052354905418,9.735183715820312
2012-05-01,9.895069567717822,10.881023201870779,8.909115086466713,10.747786521911621
2012-06-01,10.676726784899497,10.694491280146051,8.784761027194243,9.726302146911621
2012-07-01,9.868423384987583,9.992778263893651,8.0652822998903,8.571582794189453
2012-08-01,8.429463354869771,8.82029248736877,7.514569233267141,7.683335781097412
2012-09-01,7.692216763740049,8.615993355173305,7.479037745816556,8.136340141296387
2012-10-01,8.100808917195641,9.317706661576882,8.09192624786269,8.553814888000488
2012-11-01,8.562699672478537,9.326591634750365,8.180753267793534,8.882468223571777
2012-12-01,8.873585363900071,10.703374151882471,8.438344633476927,10.543489456176758
2013-01-01,10.721139581864984,12.613105539917317,10.632315402030004,12.337749481201172
2013-02-01,12.408806396707021,13.234875235737842,11.689326210869288,12.675280570983887
2013-03-01,12.666398978949793,15.322256583443037,12.666398978949793,14.66495418548584
2013-04-01,14.59389214932687,15.393313763648354,12.382157435121188,15.224546432495117
2013-05-01,15.331138934902953,17.258634428370147,14.815955893497703,15.997323989868164
2013-06-01,16.095030857293793,16.921098860439372,15.046899486223515,16.619094848632812
2013-07-01,16.699035729412167,19.550308252243045,16.25491242071295,18.85747528076172
2013-08-01,19.123955618716618,19.58584270105668,16.459215022970326,17.525110244750977
2013-08-07,,,,
2013-09-01,17.860423534439537,21.468141165690554,17.432842714145462,21.013835906982422
2013-10-01,21.094009520971653,23.802023338363792,21.049468786063123,23.49915313720703
2013-11-01,23.570417707296777,26.224986164038935,23.205192159382744,25.81521987915039
2013-11-04,,,,
2013-12-01,25.891219884530067,26.266196240628204,23.569937761202663,24.52523422241211
2014-01-01,24.33774940838146,29.39099997186726,24.33774940838146,27.328632354736328
2014-02-01,27.355410722184438,30.310582029660406,25.99835506056533,29.6499080657959
2014-02-19,,,,
