Date,High,Low,Open,Close,Volume,Adj Close,Day,Month,Year
2013-01-02,363.8638610839844,358.6336364746094,360.070068359375,,5077517.0,361.98699951171875,2,1,2013
2013-01-03,366.3313293457031,360.7207336425781,362.82781982421875,0.210205078125,4631764.0,362.19720458984375,3,1,2013
2013-01-04,371.1061096191406,364.2041931152344,365.0350341796875,7.157135009765625,5521473.0,369.3543395996094,4,1,2013
2013-01-07,370.06005859375,365.6556701660156,368.09307861328125,-1.611602783203125,3308089.0,367.74273681640625,7,1,2013
2013-01-08,368.5185241699219,362.57757568359375,368.1381530761719,-0.7257080078125,3348848.0,367.01702880859375,8,1,2013
2013-01-09,369.5445556640625,364.6646728515625,366.5014953613281,2.41241455078125,4045351.0,369.429443359375,9,1,2013
2013-01-10,372.87286376953125,367.11712646484375,371.7867736816406,1.681671142578125,3667729.0,371.1111145019531,10,1,2013
2013-01-11,371.5865783691406,368.5185241699219,371.3713684082031,-0.745758056640625,2567830.0,370.3653564453125,11,1,2013
2013-01-14,371.4714660644531,361.5365295410156,368.8688659667969,-8.37835693359375,5722072.0,361.98699951171875,14,1,2013
2013-01-15,367.86785888671875,356.4064025878906,360.0250244140625,0.8408203125,7847545.0,362.82781982421875,15,1,2013
2013-01-16,362.53253173828125,357.19219970703125,361.5615539550781,-4.8748779296875,4042753.0,357.95294189453125,16,1,2013
2013-01-17,360.18017578125,355.8658752441406,359.2142028808594,-1.936920166015625,4418577.0,356.0160217285156,17,1,2013
2013-01-18,356.7417297363281,351.0160217285156,355.5355224609375,-3.408416748046875,6447146.0,352.60760498046875,18,1,2013
2013-01-22,353.02301025390625,348.10809326171875,352.68267822265625,-0.820831298828125,7577215.0,351.7867736816406,22,1,2013
2013-01-23,374.8748779296875,368.2632751464844,368.3633728027344,19.3343505859375,11806382.0,371.1211242675781,23,1,2013
2013-01-24,378.7937927246094,370.6256408691406,370.9909973144531,6.361358642578125,6758635.0,377.48248291015625,24,1,2013
2013-01-25,379.61962890625,375.50048828125,375.7607727050781,-0.270263671875,4447348.0,377.21221923828125,25,1,2013
2013-01-28,378.1781921386719,374.3193054199219,376.2562561035156,-1.471466064453125,3250946.0,375.7407531738281,28,1,2013
2013-01-29,378.8538513183594,373.6436462402344,373.7487487792969,1.476470947265625,3490706.0,377.21722412109375,29,1,2013
2013-01-30,380.8558654785156,376.8318176269531,377.24725341796875,0.0750732421875,3462534.0,377.29229736328125,30,1,2013
2013-01-31,379.1891784667969,375.50048828125,375.6306457519531,0.930938720703125,3265132.0,378.2232360839844,31,1,2013
2013-02-01,388.6886901855469,379.429443359375,379.4794921875,9.9649658203125,7484708.0,388.1882019042969,1,2,2013
2013-02-04,385.6206359863281,379.5145263671875,384.2292175292969,-8.298309326171875,6074919.0,379.889892578125,4,2,2013
2013-02-05,385.9409484863281,380.1151123046875,380.9459533691406,3.363372802734375,3737659.0,383.2532653808594,5,2,2013
2013-02-06,386.8668518066406,379.629638671875,379.9149169921875,2.217193603515625,4152044.0,385.470458984375,6,2,2013
2013-02-07,389.7947998046875,383.1331481933594,385.2352294921875,1.89190673828125,5674720.0,387.36236572265625,7,2,2013
2013-02-08,393.7287292480469,390.170166015625,390.4554443359375,5.7156982421875,6034160.0,393.07806396484375,8,2,2013
2013-02-11,391.89190673828125,387.26226806640625,389.589599609375,-1.476470947265625,4331264.0,391.6015930175781,11,2,2013
2013-02-12,394.3443298339844,390.0750732421875,391.2662658691406,-0.86083984375,3714282.0,390.7407531738281,12,2,2013
2013-02-13,393.06805419921875,390.3753662109375,390.4554443359375,1.0810546875,2394004.0,391.8218078613281,13,2,2013
2013-02-14,394.7647705078125,389.2742614746094,390.2552490234375,2.48248291015625,3467129.0,394.3042907714844,14,2,2013
2013-02-15,397.02703857421875,393.9289245605469,394.0940856933594,2.53753662109375,5454140.0,396.8418273925781,15,2,2013
2013-02-19,403.9039001464844,398.03802490234375,398.3934020996094,6.98699951171875,5857736.0,403.8288269042969,19,2,2013
2013-02-20,404.889892578125,396.2912902832031,403.05303955078125,-7.20220947265625,5522872.0,396.6266174316406,20,2,2013
2013-02-21,403.12811279296875,396.0060119628906,399.3994140625,1.53656005859375,7005787.0,398.1631774902344,21,2,2013
2013-02-22,401.0260314941406,397.29730224609375,400.030029296875,2.092071533203125,4103692.0,400.2552490234375,22,2,2013
2013-02-25,404.609619140625,395.6406555175781,401.5515441894531,-4.474456787109375,4603192.0,395.7807922363281,25,2,2013
2013-02-26,398.3733825683594,392.59259033203125,397.89788818359375,-0.320343017578125,4400595.0,395.46044921875,26,2,2013
2013-02-27,402.77777099609375,395.9509582519531,397.79779052734375,4.829833984375,4048148.0,400.290283203125,27,2,2013
2013-02-28,403.8988952636719,400.9159240722656,400.9509582519531,0.710723876953125,4527068.0,401.0010070800781,28,2,2013
2013-03-01,403.9739685058594,398.4734802246094,399.2992858886719,2.49749755859375,4346449.0,403.4985046386719,1,3,2013
2013-03-04,411.8318176269531,402.90289306640625,403.05303955078125,7.66265869140625,5545649.0,411.1611633300781,4,3,2013
2013-03-05,420.4954833984375,414.8648681640625,414.8798828125,8.558563232421875,8080112.0,419.7197265625,5,3,2013
2013-03-06,422.42242431640625,414.81982421875,420.9359436035156,-3.613616943359375,5740254.0,416.1061096191406,6,3,2013
2013-03-07,418.7287292480469,415.2052001953125,417.44744873046875,0.610595703125,4101295.0,416.7167053222656,7,3,2013
2013-03-08,417.87786865234375,412.93792724609375,417.66766357421875,-0.54052734375,5817976.0,416.1761779785156,8,3,2013
2013-03-11,420.270263671875,416.1661682128906,416.2612609863281,1.651641845703125,3186211.0,417.82781982421875,11,3,2013
2013-03-12,416.3613586425781,412.24725341796875,415.7707824707031,-3.608612060546875,4012583.0,414.2192077636719,12,3,2013
2013-03-13,415.7607727050781,411.5665588378906,414.3643493652344,-1.151153564453125,3279317.0,413.06805419921875,13,3,2013
2013-03-14,413.9089050292969,409.1040954589844,413.9089050292969,-1.886871337890625,3299098.0,411.1811828613281,14,3,2013
2013-03-15,410.560546875,407.07708740234375,409.65966796875,-3.623626708984375,6193201.0,407.55755615234375,15,3,2013
2013-03-18,406.7867736816406,401.1361389160156,402.90289306640625,-3.258270263671875,3672923.0,404.2992858886719,18,3,2013
2013-03-19,410.0350341796875,403.6286315917969,406.0260314941406,1.76678466796875,4192204.0,406.0660705566406,19,3,2013
2013-03-20,409.1641540527344,406.1261291503906,408.8238220214844,1.696685791015625,2924672.0,407.76275634765625,20,3,2013
2013-03-21,408.8688659667969,405.330322265625,406.0510559082031,-1.726715087890625,2952245.0,406.0360412597656,21,3,2013
2013-03-22,408.02801513671875,405.2252197265625,407.77777099609375,-0.475494384765625,2973424.0,405.560546875,22,3,2013
2013-03-25,410.0250244140625,403.8138122558594,406.6116027832031,-0.3353271484375,3420576.0,405.2252197265625,25,3,2013
2013-03-26,407.40740966796875,404.2992858886719,407.15716552734375,1.391387939453125,2381416.0,406.6166076660156,26,3,2013
2013-03-27,403.9039001464844,401.0660705566406,403.7437438964844,-4.8848876953125,4322074.0,401.7317199707031,27,3,2013
2013-03-28,403.08807373046875,397.04705810546875,402.39739990234375,-4.239227294921875,4571024.0,397.49249267578125,28,3,2013
2013-04-01,401.5265197753906,397.02203369140625,397.90289306640625,3.503509521484375,3610985.0,400.9960021972656,1,4,2013
2013-04-02,407.82281494140625,402.40240478515625,402.67266845703125,5.930938720703125,4078917.0,406.92694091796875,2,4,2013
2013-04-03,407.50750732421875,400.7357482910156,407.13714599609375,-3.423431396484375,3473523.0,403.5035095214844,3,4,2013
2013-04-04,403.2782897949219,396.0460510253906,402.52752685546875,-5.570587158203125,4890305.0,397.93292236328125,4,4,2013
2013-04-05,393.8888854980469,388.5885925292969,393.4234313964844,-6.0159912109375,6860932.0,391.91693115234375,5,4,2013
2013-04-08,390.1651611328125,384.5845947265625,389.7647705078125,-4.1041259765625,5658536.0,387.81280517578125,8,4,2013
2013-04-09,392.26727294921875,386.94195556640625,388.1381530761719,1.401397705078125,4310285.0,389.2142028808594,9,4,2013
2013-04-10,396.5715637207031,388.3883972167969,391.8518371582031,6.271270751953125,3953243.0,395.4854736328125,10,4,2013
2013-04-11,396.94696044921875,392.42242431640625,396.8368225097656,0.1051025390625,4053343.0,395.590576171875,11,4,2013
2013-04-12,396.4464416503906,391.8568420410156,396.3913879394531,-0.170166015625,3270127.0,395.42041015625,12,4,2013
2013-04-15,398.8988952636719,388.8988952636719,393.3683776855469,-4.064056396484375,4901294.0,391.3563537597656,15,4,2013
2013-04-16,398.3984069824219,392.35235595703125,393.6886901855469,5.725738525390625,3480516.0,397.08209228515625,16,4,2013
2013-04-17,395.8158264160156,389.439453125,393.7687683105469,-5.410430908203125,4069926.0,391.6716613769531,17,4,2013
2013-04-18,393.2933044433594,381.0110168457031,393.06805419921875,-8.33331298828125,6638355.0,383.3383483886719,18,4,2013
2013-04-19,402.12213134765625,383.5135192871094,384.9649658203125,16.996978759765625,11594794.0,400.3353271484375,19,4,2013
2013-04-22,402.38238525390625,387.88787841796875,400.7007141113281,0.1201171875,5761033.0,400.4554443359375,22,4,2013
2013-04-23,408.1581726074219,400.58056640625,400.9009094238281,3.898895263671875,4580015.0,404.3543395996094,23,4,2013
2013-04-24,409.409423828125,404.4044189453125,404.45947265625,2.777801513671875,3654542.0,407.13214111328125,24,4,2013
2013-04-25,408.6436462402344,404.2192077636719,408.5335388183594,-2.17718505859375,3980416.0,404.9549560546875,25,4,2013
2013-04-26,404.2742614746094,398.6886901855469,404.2041931152344,-3.843841552734375,4970425.0,401.1111145019531,26,4,2013
2013-04-29,411.7617492675781,401.90191650390625,402.02703857421875,8.828826904296875,4596998.0,409.93994140625,29,4,2013
2013-04-30,414.2342224121094,409.2492370605469,409.909912109375,2.75775146484375,4608787.0,412.69769287109375,30,4,2013
2013-05-01,412.77276611328125,408.5885925292969,412.04205322265625,-2.072052001953125,2907090.0,410.6256408691406,1,5,2013
2013-05-02,417.69268798828125,409.9349365234375,410.46044921875,4.594573974609375,4032563.0,415.22021484375,2,5,2013
2013-05-03,423.8238220214844,418.4184265136719,418.8988952636719,8.063079833984375,5020175.0,423.2832946777344,3,5,2013
2013-05-06,431.3563537597656,424.5545654296875,424.5545654296875,7.92291259765625,4278317.0,431.2062072753906,6,5,2013
2013-05-07,432.36737060546875,425.7607727050781,431.93695068359375,-2.16217041015625,3914082.0,429.0440368652344,7,5,2013
2013-05-08,437.37738037109375,426.88189697265625,428.9289245605469,8.208221435546875,4931663.0,437.25225830078125,8,5,2013
2013-05-09,440.270263671875,434.549560546875,435.8558654785156,-1.076080322265625,4396799.0,436.1761779785156,9,5,2013
2013-05-10,440.7107238769531,436.5165100097656,438.09307861328125,4.379364013671875,3791605.0,440.5555419921875,10,5,2013
2013-05-13,441.6766662597656,437.12713623046875,439.8848876953125,-1.351348876953125,2894103.0,439.2041931152344,13,5,2013
2013-05-14,444.789794921875,439.0090026855469,439.1891784667969,4.789794921875,3155441.0,443.9939880371094,14,5,2013
2013-05-15,458.6486511230469,447.45745849609375,448.1982116699219,14.409423828125,7963828.0,458.4034118652344,15,5,2013
2013-05-16,460.450439453125,451.4564514160156,459.9599609375,-6.016021728515625,6412781.0,452.38739013671875,16,5,2013
2013-05-17,457.20220947265625,450.7107238769531,455.4654541015625,2.65765380859375,5578416.0,455.0450439453125,17,5,2013
2013-05-20,460.7607727050781,452.95294189453125,452.95294189453125,-0.3253173828125,4540855.0,454.7197265625,20,5,2013
2013-05-21,456.2862854003906,449.2542419433594,454.4644775390625,-0.780792236328125,3962034.0,453.9389343261719,21,5,2013
2013-05-22,455.110107421875,443.8838806152344,451.7317199707031,-8.783782958984375,5116079.0,445.1551513671875,22,5,2013
2013-05-23,445.4254150390625,437.43743896484375,438.9389343261719,-3.318328857421875,4545650.0,441.8368225097656,23,5,2013
2013-05-24,439.849853515625,435.9409484863281,438.06805419921875,-4.739715576171875,4589006.0,437.09710693359375,24,5,2013
2013-05-28,446.5165100097656,440.6406555175781,442.19219970703125,3.978973388671875,4510485.0,441.0760803222656,28,5,2013
2013-05-29,439.4344482421875,432.57757568359375,438.2933044433594,-6.486480712890625,4022773.0,434.589599609375,29,5,2013
2013-05-30,439.889892578125,433.6386413574219,435.3953857421875,1.226226806640625,4237159.0,435.8158264160156,30,5,2013
2013-05-31,438.9389343261719,434.1941833496094,434.4945068359375,0.230224609375,3934861.0,436.0460510253906,31,5,2013
